"thesaurus_bdd";"Nom français V1";"Nom latin V1";"Type de modification";"Nom français V2";"Nom latin V2";"Rang 1";"Rang 2";"Rang 3";"Rang 4";"Regroupement1a";"Regroupement1b";"Regroupement2a";"Regroupement2b";"Regroupement3";"Embranchement";"Sous-embranchement";"Classe";"Sous_classe&Infra_classe";"Ordre";"SousOrdre";"Famille";"Type taxon";"Niv_deter_global";"Niv_deter_detail";"Nb_sp";"Protocole Aspifaune";"Protocole Noctambules";"Protocole Escargot";"Protocole vers";"id_thesaurus_final";"id_thesaurus_bdd"
"qubs.taxon";"Le Iule des sables";"Ommatoiulus sabulosus";"";"Le Iule des sables";"Ommatoiulus sabulosus";"Les Mille-pattes (Myriapoda)";"Les Diplopodes (Diplopoda)";"Les Iules (Julida)";"";"Les Milles-pattes";"Les Diplopodes";"Les Milles-pattes";"Les Milles-pattes";"Les Milles-pattes";"Arthropoda";"Myriapoda";"Diplopoda";NA;"Julida";"";"";"taxon terminal";"Espèce";"Espèce";"1";"1";"1";"0";"0";"222";"266"
"qubs.taxon";"Le Iule incarnat";"Ommatoiulus sabulosus aimtopodus";"";"Le Iule incarnat";"Ommatoiulus sabulosus aimtopodus";"Les Mille-pattes (Myriapoda)";"Les Diplopodes (Diplopoda)";"Les Iules (Julida)";"";"Les Milles-pattes";"Les Diplopodes";"Les Milles-pattes";"Les Milles-pattes";"Les Milles-pattes";"Arthropoda";"Myriapoda";"Diplopoda";NA;"Julida";"";"";"taxon terminal";"Espèce";"Espèce";"1";"1";"1";"0";"0";"223";"267"
"qubs.taxon";"Le Iule noir";"Tachypodoiulus niger";"";"Le Iule noir";"Tachypodoiulus niger";"Les Mille-pattes (Myriapoda)";"Les Diplopodes (Diplopoda)";"Les Iules (Julida)";"";"Les Milles-pattes";"Les Diplopodes";"Les Milles-pattes";"Les Milles-pattes";"Les Milles-pattes";"Arthropoda";"Myriapoda";"Diplopoda";NA;"Julida";"";"";"taxon terminal";"Espèce";"Espèce";"1";"1";"1";"0";"0";"221";"265"
"qubs.taxon";"Le Iule ponctué";"Cylindroiulus punctatus";"";"Le Iule ponctué";"Cylindroiulus punctatus";"Les Mille-pattes (Myriapoda)";"Les Diplopodes (Diplopoda)";"Les Iules (Julida)";"";"Les Milles-pattes";"Les Diplopodes";"Les Milles-pattes";"Les Milles-pattes";"Les Milles-pattes";"Arthropoda";"Myriapoda";"Diplopoda";NA;"Julida";"";"";"taxon terminal";"Espèce";"Espèce";"1";"1";"1";"0";"0";"220";"264"
"qubs.taxon";"Le Iule rutilant";"Ommatoiulus rutilans";"";"Le Iule rutilant";"Ommatoiulus rutilans";"Les Mille-pattes (Myriapoda)";"Les Diplopodes (Diplopoda)";"Les Iules (Julida)";"";"Les Milles-pattes";"Les Diplopodes";"Les Milles-pattes";"Les Milles-pattes";"Les Milles-pattes";"Arthropoda";"Myriapoda";"Diplopoda";NA;"Julida";"";"";"taxon terminal";"Espèce";"Espèce";"1";"1";"1";"0";"0";"224";"268"
"qubs.taxon";"Les Blaniules mouchetées";"Blaniulidae";"";"Les Blaniules mouchetées";"Blaniulidae";"Les Mille-pattes (Myriapoda)";"Les Diplopodes (Diplopoda)";"Les Iules (Julida)";"";"Les Milles-pattes";"Les Diplopodes";"Les Milles-pattes";"Les Milles-pattes";"Les Milles-pattes";"Arthropoda";"Myriapoda";"Diplopoda";NA;"Julida";"";"";"taxon terminal";"Famille";"Famille";"";"1";"1";"0";"0";"219";"263"
"qubs.taxon";"Les Brachyiules à bande jaune";"Brachyiulus pusillus et lusitanus";"";"Les Brachyiules à bande jaune";"Brachyiulus pusillus et lusitanus";"Les Mille-pattes (Myriapoda)";"Les Diplopodes (Diplopoda)";"Les Iules (Julida)";"";"Les Milles-pattes";"Les Diplopodes";"Les Milles-pattes";"Les Milles-pattes";"Les Milles-pattes";"Arthropoda";"Myriapoda";"Diplopoda";NA;"Julida";"";"";"taxon terminal";"Morphoespèce";"Deux espèces du même genre ayant une caractéritique morhologique commune : bandes jaunâtres";"2";"1";"1";"0";"0";"226";"270"
"qubs.taxon";"Les Diplopodes";"Diplopoda";"";"Les Diplopodes";"Diplopoda";"Les Mille-pattes (Myriapoda)";"Les Diplopodes (Diplopoda)";"";"";"Les Milles-pattes";"Les Diplopodes";"Les Milles-pattes";"Les Milles-pattes";"Les Milles-pattes";"Arthropoda";"Myriapoda";"Diplopoda";NA;NA;NA;NA;"taxon intermédiaire";"Classe";"Classe";"";"1";"1";"0";"0";"214";"259"
"qubs.taxon";"Les Iulomorphes";"Julida, Chordeumatida, Callopodida";"suppression";"";"";"Les Mille-pattes (Myriapoda)";"Les Diplopodes (Diplopoda)";"";"";"Les Milles-pattes";"Les Diplopodes";"Les Milles-pattes";"Les Milles-pattes";"Les Milles-pattes";"Arthropoda";"Myriapoda";"Diplopoda";NA;NA;NA;NA;"taxon intermédiaire";"Plusieurs ordres";"Plusieurs ordres";"";"1";"1";"0";"0";NA;"261"
"qubs.taxon";"Les Polydesmes";"Polydesmida";"";"Les Polydesmes";"Polydesmida";"Les Mille-pattes (Myriapoda)";"Les Diplopodes (Diplopoda)";"Les Polydesmes (Polydesmida)";"";"Les Milles-pattes";"Les Diplopodes";"Les Milles-pattes";"Les Milles-pattes";"Les Milles-pattes";"Arthropoda";"Myriapoda";"Diplopoda";NA;"Polydesmida";"";"";"taxon intermédiaire";"Ordre";"Ordre";"";"1";"1";"0";"0";"227";"274"
"qubs.taxon";"Les Paradoxosomes";"Paradoxosomatidae";"modif_appelation";"Les Paradoxosomes";"Oxidus gracilis, Stosatea italica";"Les Mille-pattes (Myriapoda)";"Les Diplopodes (Diplopoda)";"Les Polydesmes (Polydesmida)";"";"Les Milles-pattes";"Les Diplopodes";"Les Milles-pattes";"Les Milles-pattes";"Les Milles-pattes";"Arthropoda";"Myriapoda";"Diplopoda";NA;"Polydesmida";"";"";"taxon terminal";"Famille";"Famille (2 espèces en France)";"2";"1";"1";"0";"0";"35";"273"
"qubs.taxon";"Les Polyxènes";"Polyxenida";"";"Les Polyxènes";"Polyxenida";"Les Mille-pattes (Myriapoda)";"Les Diplopodes (Diplopoda)";"";"";"Les Milles-pattes";"Les Diplopodes";"Les Milles-pattes";"Les Milles-pattes";"Les Milles-pattes";"Arthropoda";"Myriapoda";"Diplopoda";NA;"Polyxenida";"";"";"taxon terminal";"Ordre";"Ordre";"";"1";"1";"0";"0";"216";"260"
"qubs.taxon";"Le Polyzonium allemand";"Polyzonium germanicum";"";"Le Polyzonium allemand";"Polyzonium germanicum";"Les Mille-pattes (Myriapoda)";"Les Diplopodes (Diplopoda)";"";"";"Les Milles-pattes";"Les Diplopodes";"Les Milles-pattes";"Les Milles-pattes";"Les Milles-pattes";"Arthropoda";"Myriapoda";"Diplopoda";NA;"Polyzoniida";"";"";"taxon terminal";"Espèce";"Espèce";"1";"1";"1";"0";"0";"215";"272"
"qubs.taxon";"";"";"ajoutV2";"Les Mille-pattes";"Myriapoda";"Les Mille-pattes (Myriapoda)";"";"";"";"Les Milles-pattes";"Les Autres mille-pattes";"Les Milles-pattes";"Les Milles-pattes";"Les Milles-pattes";"Arthropoda";"Myriapoda";NA;NA;NA;"";"";"taxon intermédiaire";"Sous-embranchement";"Sous-embranchement";"";"1";"1";"0";"0";"4";NA
"qubs.taxon";"Les Pauropodes";"Pauropoda";"";"Les Pauropodes";"Pauropoda";"Les Mille-pattes (Myriapoda)";"";"";"";"Les Milles-pattes";"Les Autres mille-pattes";"Les Milles-pattes";"Les Milles-pattes";"Les Milles-pattes";"Arthropoda";"Myriapoda";"Pauropoda";NA;NA;"";"";"taxon terminal";"Classe";"Classe";"";"1";"1";"0";"0";"207";"250"
"qubs.taxon";"Les Symphiles";"Symphyla";"modif_appelation";"Les Symphyles";"Symphyla";"Les Mille-pattes (Myriapoda)";"";"";"";"Les Milles-pattes";"Les Autres mille-pattes";"Les Milles-pattes";"Les Milles-pattes";"Les Milles-pattes";"Arthropoda";"Myriapoda";"Symphyla";NA;"Symphyla";"";"";"taxon terminal";"Classe";"Classe";"";"1";"1";"0";"0";"32";"249"
"qubs.taxon";"Les Collemboles Entomobryomorphes";"Entomobryomorpha";"";"Les Collemboles Entomobryomorphes";"Entomobryomorpha";"Les Collemboles (Collembola)";"Les Collemboles Entomobryomorphes (Entomobryomorpha)";"";"";"Les Entognathes";"Les Collemboles";"Les Collemboles et diploures";"Les Collemboles et diploures";"Les Collemboles";"Arthropoda";"Pancrustacea";"Entognatha";NA;"Collembola";"Entomobryomorpha";"";"taxon intermédiaire";"Ordre";"Ordre";"";"1";"1";"0";"0";"182";"220"
"qubs.taxon";"Les Isotomides";"Isotomidae";"";"Les Isotomides";"Isotomidae";"Les Collemboles (Collembola)";"Les Collemboles Entomobryomorphes (Entomobryomorpha)";"";"";"Les Entognathes";"Les Collemboles";"Les Collemboles et diploures";"Les Collemboles et diploures";"Les Collemboles";"Arthropoda";"Pancrustacea";"Entognatha";NA;"Collembola";"Entomobryomorpha";"";"taxon terminal";"Famille";"Famille";"";"1";"1";"0";"0";"185";"223"
"qubs.taxon";"Les Entomobryides";"Entomobryidae";"";"Les Entomobryides";"Entomobryidae";"Les Collemboles (Collembola)";"Les Collemboles Entomobryomorphes (Entomobryomorpha)";"Les Entomobryides (Entomobryidae)";"";"Les Entognathes";"Les Collemboles";"Les Collemboles et diploures";"Les Collemboles et diploures";"Les Collemboles";"Arthropoda";"Pancrustacea";"Entognatha";NA;"Collembola";"Entomobryomorpha";"";"taxon intermédiaire";"Famille";"Famille";"";"1";"1";"0";"0";"186";"224"
"qubs.taxon";"Les Lépidocyrtes à reflets métalliques";"Lepidocyrtus";"";"Les Lépidocyrtes à reflets métalliques";"Lepidocyrtus";"Les Collemboles (Collembola)";"Les Collemboles Entomobryomorphes (Entomobryomorpha)";"Les Entomobryides (Entomobryidae)";"";"Les Entognathes";"Les Collemboles";"Les Collemboles et diploures";"Les Collemboles et diploures";"Les Collemboles";"Arthropoda";"Pancrustacea";"Entognatha";NA;"Collembola";"Entomobryomorpha";"";"taxon terminal";"Genre";"Genre";"";"1";"1";"0";"0";"190";"228"
"qubs.taxon";"Les Pseudosinelles nacrées";"Pseudosinella";"";"Les Pseudosinelles nacrées";"Pseudosinella";"Les Collemboles (Collembola)";"Les Collemboles Entomobryomorphes (Entomobryomorpha)";"Les Entomobryides (Entomobryidae)";"";"Les Entognathes";"Les Collemboles";"Les Collemboles et diploures";"Les Collemboles et diploures";"Les Collemboles";"Arthropoda";"Pancrustacea";"Entognatha";NA;"Collembola";"Entomobryomorpha";"";"taxon terminal";"Genre";"Genre";"";"1";"1";"0";"0";"191";"229"
"qubs.taxon";"Les Orcheselles";"Orchesella";"";"Les Orcheselles";"Orchesella";"Les Collemboles (Collembola)";"Les Collemboles Entomobryomorphes (Entomobryomorpha)";"Les Entomobryides (Entomobryidae)";"Les Orcheselles (Orchesella)";"Les Entognathes";"Les Collemboles";"Les Collemboles et diploures";"Les Collemboles et diploures";"Les Collemboles";"Arthropoda";"Pancrustacea";"Entognatha";NA;"Collembola";"Entomobryomorpha";"";"taxon intermédiaire";"Genre";"Genre";"";"1";"1";"0";"0";"187";"225"
"qubs.taxon";"L'Orcheselle ceinturée";"Orchesella cincta";"";"L'Orcheselle ceinturée";"Orchesella cincta";"Les Collemboles (Collembola)";"Les Collemboles Entomobryomorphes (Entomobryomorpha)";"Les Entomobryides (Entomobryidae)";"Les Orcheselles (Orchesella)";"Les Entognathes";"Les Collemboles";"Les Collemboles et diploures";"Les Collemboles et diploures";"Les Collemboles";"Arthropoda";"Pancrustacea";"Entognatha";NA;"Collembola";"Entomobryomorpha";"";"taxon terminal";"Espèce";"Espèce";"1";"1";"1";"0";"0";"188";"226"
"qubs.taxon";"L'Orcheselle jaune";"Orchesella flavescens";"";"L'Orcheselle jaune";"Orchesella flavescens";"Les Collemboles (Collembola)";"Les Collemboles Entomobryomorphes (Entomobryomorpha)";"Les Entomobryides (Entomobryidae)";"Les Orcheselles (Orchesella)";"Les Entognathes";"Les Collemboles";"Les Collemboles et diploures";"Les Collemboles et diploures";"Les Collemboles";"Arthropoda";"Pancrustacea";"Entognatha";NA;"Collembola";"Entomobryomorpha";"";"taxon terminal";"Espèce";"Espèce";"1";"1";"1";"0";"0";"189";"227"
"qubs.taxon";"Le Tomoceride longicorne";"Pogonognathellus longicornis";"";"Le Tomoceride longicorne";"Pogonognathellus longicornis";"Les Collemboles (Collembola)";"Les Collemboles Entomobryomorphes (Entomobryomorpha)";"Les Tomocerides (Tomoceridae)";"";"Les Entognathes";"Les Collemboles";"Les Collemboles et diploures";"Les Collemboles et diploures";"Les Collemboles";"Arthropoda";"Pancrustacea";"Entognatha";NA;"Collembola";"Entomobryomorpha";"";"taxon terminal";"Espèce";"Espèce";"1";"1";"1";"0";"0";"184";"222"
"qubs.taxon";"Les Tomocerides";"Tomoceridae";"";"Les Tomocerides";"Tomoceridae";"Les Collemboles (Collembola)";"Les Collemboles Entomobryomorphes (Entomobryomorpha)";"Les Tomocerides (Tomoceridae)";"";"Les Entognathes";"Les Collemboles";"Les Collemboles et diploures";"Les Collemboles et diploures";"Les Collemboles";"Arthropoda";"Pancrustacea";"Entognatha";NA;"Collembola";"Entomobryomorpha";"";"taxon terminal";"Famille";"Famille";"";"1";"1";"0";"0";"183";"221"
"qubs.taxon";"Les Collemboles Poduromorphes";"Poduromorpha";"";"Les Collemboles Poduromorphes";"Poduromorpha";"Les Collemboles (Collembola)";"Les Collemboles Poduromorphes (Poduromorpha)";"";"";"Les Entognathes";"Les Collemboles";"Les Collemboles et diploures";"Les Collemboles et diploures";"Les Collemboles";"Arthropoda";"Pancrustacea";"Entognatha";NA;"Collembola";"Poduromorpha";"";"taxon intermédiaire";"Ordre";"Ordre";"";"1";"1";"0";"0";"177";"215"
"qubs.taxon";"Le Podure aquatique";"Podura aquatica";"";"Le Podure aquatique";"Podura aquatica";"Les Collemboles (Collembola)";"Les Collemboles Poduromorphes (Poduromorpha)";"";"";"Les Entognathes";"Les Collemboles";"Les Collemboles et diploures";"Les Collemboles et diploures";"Les Collemboles";"Arthropoda";"Pancrustacea";"Entognatha";NA;"Collembola";"Poduromorpha";"";"taxon terminal";"Espèce";"Espèce";"1";"1";"1";"0";"0";"178";"216"
"qubs.taxon";"Les Hypogastrurides";"Hypogastruridae";"";"Les Hypogastrurides";"Hypogastruridae";"Les Collemboles (Collembola)";"Les Collemboles Poduromorphes (Poduromorpha)";"";"";"Les Entognathes";"Les Collemboles";"Les Collemboles et diploures";"Les Collemboles et diploures";"Les Collemboles";"Arthropoda";"Pancrustacea";"Entognatha";NA;"Collembola";"Poduromorpha";"";"taxon terminal";"Famille";"Famille";"";"1";"1";"0";"0";"181";"219"
"qubs.taxon";"Les Néanurines";"Neanurinae";"";"Les Néanurines";"Neanurinae";"Les Collemboles (Collembola)";"Les Collemboles Poduromorphes (Poduromorpha)";"";"";"Les Entognathes";"Les Collemboles";"Les Collemboles et diploures";"Les Collemboles et diploures";"Les Collemboles";"Arthropoda";"Pancrustacea";"Entognatha";NA;"Collembola";"Poduromorpha";"";"taxon terminal";"Sous-famille";"Sous-famille";"";"1";"1";"0";"0";"179";"217"
"qubs.taxon";"Les Onychiurides";"Onychiuridae";"";"Les Onychiurides";"Onychiuridae";"Les Collemboles (Collembola)";"Les Collemboles Poduromorphes (Poduromorpha)";"";"";"Les Entognathes";"Les Collemboles";"Les Collemboles et diploures";"Les Collemboles et diploures";"Les Collemboles";"Arthropoda";"Pancrustacea";"Entognatha";NA;"Collembola";"Poduromorpha";"";"taxon terminal";"Famille";"Famille";"";"1";"1";"0";"0";"180";"218"
"qubs.taxon";"Les Collemboles Symphypléones";"Symphypleona";"";"Les Collemboles Symphypléones";"Symphypleona";"Les Collemboles (Collembola)";"Les Collemboles Symphypléones (Symphypleona)";"";"";"Les Entognathes";"Les Collemboles";"Les Collemboles et diploures";"Les Collemboles et diploures";"Les Collemboles";"Arthropoda";"Pancrustacea";"Entognatha";NA;"Collembola";"Symphypleona";"";"taxon intermédiaire";"Ordre";"Ordre";"";"1";"1";"0";"0";"174";"212"
"qubs.taxon";"L'Allacma sombre";"Allacma fusca";"";"L'Allacma sombre";"Allacma fusca";"Les Collemboles (Collembola)";"Les Collemboles Symphypléones (Symphypleona)";"";"";"Les Entognathes";"Les Collemboles";"Les Collemboles et diploures";"Les Collemboles et diploures";"Les Collemboles";"Arthropoda";"Pancrustacea";"Entognatha";NA;"Collembola";"Symphypleona";"";"taxon terminal";"Espèce";"Espèce";"1";"1";"1";"0";"0";"175";"213"
"qubs.taxon";"Les Dicyrtomines à dessins pourpres";"Dicyrtomina";"";"Les Dicyrtomines à dessins pourpres";"Dicyrtomina";"Les Collemboles (Collembola)";"Les Collemboles Symphypléones (Symphypleona)";"";"";"Les Entognathes";"Les Collemboles";"Les Collemboles et diploures";"Les Collemboles et diploures";"Les Collemboles";"Arthropoda";"Pancrustacea";"Entognatha";NA;"Collembola";"Symphypleona";"";"taxon terminal";"Genre";"Genre";"";"1";"1";"0";"0";"176";"214"
"qubs.taxon";"Les Collemboles";"Collembola";"";"Les Collemboles";"Collembola";"Les Collemboles (Collembola)";"";"";"";"Les Entognathes";"Les Collemboles";"Les Collemboles et diploures";"Les Collemboles et diploures";"Les Collemboles";"Arthropoda";"Pancrustacea";"Entognatha";NA;"Collembola";"";"";"taxon intermédiaire";"Classe";"Classe";"";"1";"1";"0";"0";"173";"211"
"qubs.taxon";"";"";"ajoutV2";"Les Diploures";"Diplura";"Les Diploures (Diplura)";"";"";"";"Les Entognathes";"Les Diploures";"Les Collemboles et diploures";"Les Collemboles et diploures";"Autres arthropodes";"Arthropoda";"Pancrustacea";"Entognatha";NA;"Diplura";"";"";"taxon intermédiaire";"Ordre";"Ordre";"";"1";"1";"0";"0";"3";NA
"qubs.taxon";"Les Diploures Campodéides";"Campodeidae";"";"Les Diploures Campodéides";"Campodeidae";"Les Diploures (Diplura)";"";"";"";"Les Entognathes";"Les Diploures";"Les Collemboles et diploures";"Les Collemboles et diploures";"Autres arthropodes";"Arthropoda";"Pancrustacea";"Entognatha";NA;"Diplura";"";"";"taxon terminal";"Famille";"Famille";"";"1";"1";"0";"0";"158";"194"
"qubs.taxon";"Les Diploures Japygides";"Japygidae";"";"Les Diploures Japygides";"Japygidae";"Les Diploures (Diplura)";"";"";"";"Les Entognathes";"Les Diploures";"Les Collemboles et diploures";"Les Collemboles et diploures";"Autres arthropodes";"Arthropoda";"Pancrustacea";"Entognatha";NA;"Diplura";"";"";"taxon terminal";"Famille";"Famille";"";"1";"1";"0";"0";"159";"195"
"qubs.taxon";"Les Machilides";"Machilidae";"";"Les Machilides";"Machilidae";"Les Machilides (Machilidae)";"";"";"";"Les Insectes";"Les Autres insectes";"Les Insectes";"Les Autres insectes";"Autres arthropodes";"Arthropoda";"Pancrustacea";"Insecta";NA;"Archaeognatha";"";"";"taxon terminal";"Famille";"Famille";"";"1";"1";"0";"0";"161";"197"
"qubs.taxon";"Les Blattes";"Ectobiidae, Blattidae, Blaberidae";"";"Les Blattes";"Ectobiidae, Blattidae, Blaberidae";"Les Blattes (Ectobiidae, Blattidae, Blaberidae)";"";"";"";"Les Insectes";"Les Blattes";"Les Insectes";"Les Autres insectes";"Autres arthropodes";"Arthropoda";"Pancrustacea";"Insecta";NA;"Blattodea";"";"";"taxon intermédiaire";"Plusieurs familles";"Plusieurs familles de l'ordre des Dictyoptères regroupés sous le terme vernaculaire """"Blattes""""";"";"1";"1";"0";"0";"163";"200"
"qubs.taxon";"La Blatte de Vinzi, larve";"Planuncus vinzi";"";"La Blatte de Vinzi, larve";"Planuncus vinzi";"Les Blattes (Ectobiidae, Blattidae, Blaberidae)";"";"";"";"Les Insectes";"Les Blattes";"Les Insectes";"Les Autres insectes";"Autres arthropodes";"Arthropoda";"Pancrustacea";"Insecta";NA;"Blattodea";"";"";"taxon terminal";"Espèce";"Espèce (stade larvaire)";"1";"1";"1";"0";"0";"168";"205"
"qubs.taxon";"Les Blattes ailées champêtres";"Ectobius, Planuncus et autres genres";"";"Les Blattes ailées champêtres";"Ectobius, Planuncus et autres genres";"Les Blattes (Ectobiidae, Blattidae, Blaberidae)";"";"";"";"Les Insectes";"Les Blattes";"Les Insectes";"Les Autres insectes";"Autres arthropodes";"Arthropoda";"Pancrustacea";"Insecta";NA;"Blattodea";"";"";"taxon terminal";"Plusieurs genres";"xxxx";"";"1";"1";"0";"0";"165";"202"
"qubs.taxon";"Les Grands Cafards";"Blatta, Periplaneta";"";"Les Grands Cafards";"Blatta, Periplaneta";"Les Blattes (Ectobiidae, Blattidae, Blaberidae)";"";"";"";"Les Insectes";"Les Blattes";"Les Insectes";"Les Autres insectes";"Autres arthropodes";"Arthropoda";"Pancrustacea";"Insecta";NA;"Blattodea";"";"";"taxon terminal";"Plusieurs genres";"xxxx";"";"1";"1";"0";"0";"166";"203"
"qubs.taxon";"Les Loboptères";"Loboptera decipiens et canariensis";"";"Les Loboptères";"Loboptera decipiens et canariensis";"Les Blattes (Ectobiidae, Blattidae, Blaberidae)";"";"";"";"Les Insectes";"Les Blattes";"Les Insectes";"Les Autres insectes";"Autres arthropodes";"Arthropoda";"Pancrustacea";"Insecta";NA;"Blattodea";"";"";"taxon terminal";"Morphoespèce";"2 espèces du même genre";"2";"1";"1";"0";"0";"164";"201"
"qubs.taxon";"Les Petits Cafards";"Blattella, Supella";"";"Les Petits Cafards";"Blattella, Supella";"Les Blattes (Ectobiidae, Blattidae, Blaberidae)";"";"";"";"Les Insectes";"Les Blattes";"Les Insectes";"Les Autres insectes";"Autres arthropodes";"Arthropoda";"Pancrustacea";"Insecta";NA;"Blattodea";"";"";"taxon terminal";"Plusieurs genre";"xxxx";"";"1";"1";"0";"0";"167";"204"
"qubs.taxon";"Les Termites";"Termitidae et autres familles";"";"Les Termites";"Termitidae et autres familles";"Les Termites (Termitidae et autres familles)";"";"";"";"Les Insectes";"Les Blattes";"Les Insectes";"Les Autres insectes";"Autres arthropodes";"Arthropoda";"Pancrustacea";"Insecta";NA;"Blattodea";"";"";"taxon terminal";"Plusieurs familles";"Plusieurs familles appartenant au sous-ordre des Isoptera";"";"1";"1";"0";"0";"156";"192"
"qubs.taxon";"Les Coléoptères";"Coleoptera";"";"Les Coléoptères";"Coleoptera";"Les Coléoptères (Coleoptera)";"";"";"";"Les Insectes";"Les Autres coléoptères";"Les Insectes";"Les Autres insectes";"Autres arthropodes";"Arthropoda";"Pancrustacea";"Insecta";NA;"Coleoptera";"";"";"taxon intermédiaire";"Ordre";"Ordre";"";"1";"1";"0";"0";"386";"445"
"qubs.taxon";"Les Buprestes";"Buprestidae";"";"Les Buprestes";"Buprestidae";"Les Coléoptères (Coleoptera)";"";"";"";"Les Insectes";"Les Autres coléoptères";"Les Insectes";"Les Autres insectes";"Autres arthropodes";"Arthropoda";"Pancrustacea";"Insecta";NA;"Coleoptera";"";"";"taxon terminal";"Famille";"Famille";"";"1";"1";"0";"0";"395";"454"
"qubs.taxon";"Les Cantharides";"Cantharidae et Lampyridae";"";"Les Cantharides";"Cantharidae et Lampyridae";"Les Coléoptères (Coleoptera)";"";"";"";"Les Insectes";"Les Autres coléoptères";"Les Insectes";"Les Autres insectes";"Autres arthropodes";"Arthropoda";"Pancrustacea";"Insecta";NA;"Coleoptera";"";"";"taxon terminal";"Famille";"Familles (à diviser ?)";"";"1";"1";"0";"0";"387";"446"
